team_home,team_away,outcome,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct
KVC Westerlo,KV Kortrijk,0,1.3626373626373627,0.9811320754716981,0.38461538461538464,0.24528301886792453
Tubize,Beerschot AC,2,1.2941176470588236,0.8157894736842105,0.35294117647058826,0.13157894736842105
Club Brugge KV,FCV Dender EH,1,2.2169811320754715,1.3529411764705883,0.7075471698113207,0.23529411764705882
Standard de Liège,KV Kortrijk,2,1.8773584905660377,0.9811320754716981,0.6226415094339622,0.24528301886792453
RAEC Mons,RSC Anderlecht,0,1.6170212765957446,1.6981132075471699,0.3404255319148936,0.5377358490566038
SV Zulte-Waregem,KRC Genk,0,1.6603773584905661,1.349056603773585,0.42452830188679247,0.33962264150943394
Sporting Charleroi,KSV Cercle Brugge,2,1.2417582417582418,1.032967032967033,0.38461538461538464,0.21978021978021978
Sporting Lokeren,KVC Westerlo,1,1.4056603773584906,1.021978021978022,0.3867924528301887,0.2087912087912088
KV Mechelen,Tubize,1,1.528301886792453,0.7647058823529411,0.4716981132075472,0.058823529411764705
Royal Excel Mouscron,KAA Gent,2,1.4680851063829787,1.6238532110091743,0.3829787234042553,0.42201834862385323
Beerschot AC,KSV Roeselare,2,1.4736842105263157,0.8387096774193549,0.39473684210526316,0.12903225806451613
RSC Anderlecht,Sporting Charleroi,2,2.330188679245283,0.967032967032967,0.7452830188679245,0.21978021978021978
KRC Genk,Club Brugge KV,0,1.9339622641509433,1.7547169811320755,0.5754716981132075,0.4528301886792453
KSV Cercle Brugge,Beerschot AC,2,1.3076923076923077,0.8157894736842105,0.4175824175824176,0.13157894736842105
KAA Gent,KV Mechelen,0,1.9541284403669725,1.1603773584905661,0.5779816513761468,0.27358490566037735
FCV Dender EH,SV Zulte-Waregem,2,1.2352941176470589,1.2264150943396226,0.29411764705882354,0.3113207547169811
KSV Roeselare,Sporting Lokeren,0,1.1612903225806452,1.2264150943396226,0.25806451612903225,0.3113207547169811
KV Kortrijk,RAEC Mons,2,1.5377358490566038,1.127659574468085,0.5283018867924528,0.19148936170212766
Tubize,Standard de Liège,0,1.2941176470588236,1.3396226415094339,0.35294117647058826,0.37735849056603776
KVC Westerlo,Royal Excel Mouscron,1,1.3626373626373627,0.9361702127659575,0.38461538461538464,0.1702127659574468
Club Brugge KV,KVC Westerlo,2,2.2169811320754715,1.021978021978022,0.7075471698113207,0.2087912087912088
Standard de Liège,RSC Anderlecht,2,1.8773584905660377,1.6981132075471699,0.6226415094339622,0.5377358490566038
RAEC Mons,KSV Roeselare,2,1.6170212765957446,0.8387096774193549,0.3404255319148936,0.12903225806451613
SV Zulte-Waregem,Tubize,2,1.6603773584905661,0.7647058823529411,0.42452830188679247,0.058823529411764705
Sporting Charleroi,KV Kortrijk,0,1.2417582417582418,0.9811320754716981,0.38461538461538464,0.24528301886792453
Sporting Lokeren,KSV Cercle Brugge,1,1.4056603773584906,1.032967032967033,0.3867924528301887,0.21978021978021978
KV Mechelen,FCV Dender EH,2,1.528301886792453,1.3529411764705883,0.4716981132075472,0.23529411764705882
Royal Excel Mouscron,KRC Genk,0,1.4680851063829787,1.349056603773585,0.3829787234042553,0.33962264150943394
Beerschot AC,KAA Gent,1,1.4736842105263157,1.6238532110091743,0.39473684210526316,0.42201834862385323
RSC Anderlecht,Royal Excel Mouscron,2,2.330188679245283,0.9361702127659575,0.7452830188679245,0.1702127659574468
KRC Genk,KV Mechelen,2,1.9339622641509433,1.1603773584905661,0.5754716981132075,0.27358490566037735
RAEC Mons,Sporting Charleroi,1,1.6170212765957446,0.967032967032967,0.3404255319148936,0.21978021978021978
KSV Cercle Brugge,Standard de Liège,2,1.3076923076923077,1.3396226415094339,0.4175824175824176,0.37735849056603776
KAA Gent,Sporting Lokeren,1,1.9541284403669725,1.2264150943396226,0.5779816513761468,0.3113207547169811
KSV Roeselare,Club Brugge KV,0,1.1612903225806452,1.7547169811320755,0.25806451612903225,0.4528301886792453
KV Kortrijk,Beerschot AC,1,1.5377358490566038,0.8157894736842105,0.5283018867924528,0.13157894736842105
Tubize,FCV Dender EH,2,1.2941176470588236,1.3529411764705883,0.35294117647058826,0.23529411764705882
KVC Westerlo,SV Zulte-Waregem,2,1.3626373626373627,1.2264150943396226,0.38461538461538464,0.3113207547169811
Club Brugge KV,KSV Cercle Brugge,2,2.2169811320754715,1.032967032967033,0.7075471698113207,0.21978021978021978
Standard de Liège,RAEC Mons,2,1.8773584905660377,1.127659574468085,0.6226415094339622,0.19148936170212766
SV Zulte-Waregem,RSC Anderlecht,2,1.6603773584905661,1.6981132075471699,0.42452830188679247,0.5377358490566038
Sporting Lokeren,KV Kortrijk,2,1.4056603773584906,0.9811320754716981,0.3867924528301887,0.24528301886792453
FCV Dender EH,KRC Genk,0,1.2352941176470589,1.349056603773585,0.29411764705882354,0.33962264150943394
KV Mechelen,KVC Westerlo,0,1.528301886792453,1.021978021978022,0.4716981132075472,0.2087912087912088
Royal Excel Mouscron,KSV Roeselare,2,1.4680851063829787,0.8387096774193549,0.3829787234042553,0.12903225806451613
Tubize,KAA Gent,0,1.2941176470588236,1.6238532110091743,0.35294117647058826,0.42201834862385323
Beerschot AC,Sporting Charleroi,0,1.4736842105263157,0.967032967032967,0.39473684210526316,0.21978021978021978
RSC Anderlecht,KV Mechelen,2,2.330188679245283,1.1603773584905661,0.7452830188679245,0.27358490566037735
KRC Genk,Standard de Liège,1,1.9339622641509433,1.3396226415094339,0.5754716981132075,0.37735849056603776
RAEC Mons,Beerschot AC,1,1.6170212765957446,0.8157894736842105,0.3404255319148936,0.13157894736842105
Sporting Charleroi,Sporting Lokeren,1,1.2417582417582418,1.2264150943396226,0.38461538461538464,0.3113207547169811
KSV Cercle Brugge,FCV Dender EH,0,1.3076923076923077,1.3529411764705883,0.4175824175824176,0.23529411764705882
KAA Gent,Club Brugge KV,2,1.9541284403669725,1.7547169811320755,0.5779816513761468,0.4528301886792453
KSV Roeselare,SV Zulte-Waregem,0,1.1612903225806452,1.2264150943396226,0.25806451612903225,0.3113207547169811
KV Kortrijk,Royal Excel Mouscron,1,1.5377358490566038,0.9361702127659575,0.5283018867924528,0.1702127659574468
KVC Westerlo,Tubize,2,1.3626373626373627,0.7647058823529411,0.38461538461538464,0.058823529411764705
Standard de Liège,Sint-Truidense VV,1,1.8773584905660377,0.7627118644067796,0.6226415094339622,0.22033898305084745
Sporting Charleroi,Club Brugge KV,0,1.2417582417582418,1.7547169811320755,0.38461538461538464,0.4528301886792453
KSV Cercle Brugge,KAA Gent,0,1.3076923076923077,1.6238532110091743,0.4175824175824176,0.42201834862385323
Sporting Lokeren,SV Zulte-Waregem,1,1.4056603773584906,1.2264150943396226,0.3867924528301887,0.3113207547169811
KV Kortrijk,RSC Anderlecht,0,1.5377358490566038,1.6981132075471699,0.5283018867924528,0.5377358490566038
KV Mechelen,KVC Westerlo,2,1.528301886792453,1.021978021978022,0.4716981132075472,0.2087912087912088
KSV Roeselare,Beerschot AC,1,1.1612903225806452,0.8157894736842105,0.25806451612903225,0.13157894736842105
Club Brugge KV,RSC Anderlecht,2,2.2169811320754715,1.6981132075471699,0.7075471698113207,0.5377358490566038
Standard de Liège,KRC Genk,2,1.8773584905660377,1.349056603773585,0.6226415094339622,0.33962264150943394
Sint-Truidense VV,SV Zulte-Waregem,0,1.1864406779661016,1.2264150943396226,0.3050847457627119,0.3113207547169811
Sporting Charleroi,KV Kortrijk,1,1.2417582417582418,0.9811320754716981,0.38461538461538464,0.24528301886792453
KV Mechelen,Sporting Lokeren,2,1.528301886792453,1.2264150943396226,0.4716981132075472,0.3113207547169811
KSV Roeselare,KSV Cercle Brugge,2,1.1612903225806452,1.032967032967033,0.25806451612903225,0.21978021978021978
Beerschot AC,KVC Westerlo,2,1.4736842105263157,1.021978021978022,0.39473684210526316,0.2087912087912088
Club Brugge KV,KAA Gent,2,2.2169811320754715,1.6238532110091743,0.7075471698113207,0.42201834862385323
RSC Anderlecht,Sporting Charleroi,2,2.330188679245283,0.967032967032967,0.7452830188679245,0.21978021978021978
KRC Genk,KV Mechelen,0,1.9339622641509433,1.1603773584905661,0.5754716981132075,0.27358490566037735
SV Zulte-Waregem,Beerschot AC,2,1.6603773584905661,0.8157894736842105,0.42452830188679247,0.13157894736842105
Sporting Lokeren,KSV Cercle Brugge,1,1.4056603773584906,1.032967032967033,0.3867924528301887,0.21978021978021978
KV Kortrijk,KSV Roeselare,2,1.5377358490566038,0.8387096774193549,0.5283018867924528,0.12903225806451613
KVC Westerlo,Standard de Liège,2,1.3626373626373627,1.3396226415094339,0.38461538461538464,0.37735849056603776
Standard de Liège,SV Zulte-Waregem,1,1.8773584905660377,1.2264150943396226,0.6226415094339622,0.3113207547169811
Sint-Truidense VV,KAA Gent,0,1.1864406779661016,1.6238532110091743,0.3050847457627119,0.42201834862385323
Sporting Charleroi,KVC Westerlo,1,1.2417582417582418,1.021978021978022,0.38461538461538464,0.2087912087912088
KSV Cercle Brugge,KV Kortrijk,1,1.3076923076923077,0.9811320754716981,0.4175824175824176,0.24528301886792453
Sporting Lokeren,KRC Genk,0,1.4056603773584906,1.349056603773585,0.3867924528301887,0.33962264150943394
KV Mechelen,RSC Anderlecht,0,1.528301886792453,1.6981132075471699,0.4716981132075472,0.5377358490566038
KSV Roeselare,Club Brugge KV,0,1.1612903225806452,1.7547169811320755,0.25806451612903225,0.4528301886792453
Club Brugge KV,Sint-Truidense VV,2,2.2169811320754715,0.7627118644067796,0.7075471698113207,0.22033898305084745
RSC Anderlecht,Sporting Lokeren,2,2.330188679245283,1.2264150943396226,0.7452830188679245,0.3113207547169811
KRC Genk,KSV Cercle Brugge,2,1.9339622641509433,1.032967032967033,0.5754716981132075,0.21978021978021978
SV Zulte-Waregem,Sporting Charleroi,1,1.6603773584905661,0.967032967032967,0.42452830188679247,0.21978021978021978
KAA Gent,Beerschot AC,0,1.9541284403669725,0.8157894736842105,0.5779816513761468,0.13157894736842105
KV Kortrijk,KV Mechelen,2,1.5377358490566038,1.1603773584905661,0.5283018867924528,0.27358490566037735
KVC Westerlo,KSV Roeselare,1,1.3626373626373627,0.8387096774193549,0.38461538461538464,0.12903225806451613
Standard de Liège,Club Brugge KV,2,1.8773584905660377,1.7547169811320755,0.6226415094339622,0.4528301886792453
KRC Genk,RSC Anderlecht,0,1.9339622641509433,1.6981132075471699,0.5754716981132075,0.5377358490566038
Sporting Charleroi,KAA Gent,0,1.2417582417582418,1.6238532110091743,0.38461538461538464,0.42201834862385323
KSV Cercle Brugge,KVC Westerlo,2,1.3076923076923077,1.021978021978022,0.4175824175824176,0.2087912087912088
Sporting Lokeren,KV Kortrijk,1,1.4056603773584906,0.9811320754716981,0.3867924528301887,0.24528301886792453
KSV Roeselare,SV Zulte-Waregem,2,1.1612903225806452,1.2264150943396226,0.25806451612903225,0.3113207547169811
Beerschot AC,Sint-Truidense VV,2,1.4736842105263157,0.7627118644067796,0.39473684210526316,0.22033898305084745
Club Brugge KV,Beerschot AC,0,2.2169811320754715,0.8157894736842105,0.7075471698113207,0.13157894736842105
RSC Anderlecht,KSV Roeselare,2,2.330188679245283,0.8387096774193549,0.7452830188679245,0.12903225806451613
Sint-Truidense VV,KSV Cercle Brugge,1,1.1864406779661016,1.032967032967033,0.3050847457627119,0.21978021978021978
SV Zulte-Waregem,KV Mechelen,2,1.6603773584905661,1.1603773584905661,0.42452830188679247,0.27358490566037735
KAA Gent,Standard de Liège,2,1.9541284403669725,1.3396226415094339,0.5779816513761468,0.37735849056603776
KV Kortrijk,KRC Genk,2,1.5377358490566038,1.349056603773585,0.5283018867924528,0.33962264150943394
KVC Westerlo,Sporting Lokeren,2,1.3626373626373627,1.2264150943396226,0.38461538461538464,0.3113207547169811
Club Brugge KV,Sporting Charleroi,2,2.2169811320754715,0.967032967032967,0.7075471698113207,0.21978021978021978
RSC Anderlecht,KV Kortrijk,2,2.330188679245283,0.9811320754716981,0.7452830188679245,0.24528301886792453
Sint-Truidense VV,Standard de Liège,2,1.1864406779661016,1.3396226415094339,0.3050847457627119,0.37735849056603776
SV Zulte-Waregem,Sporting Lokeren,2,1.6603773584905661,1.2264150943396226,0.42452830188679247,0.3113207547169811
KAA Gent,KSV Cercle Brugge,2,1.9541284403669725,1.032967032967033,0.5779816513761468,0.21978021978021978
KVC Westerlo,KV Mechelen,2,1.3626373626373627,1.1603773584905661,0.38461538461538464,0.27358490566037735
Beerschot AC,KSV Roeselare,2,1.4736842105263157,0.8387096774193549,0.39473684210526316,0.12903225806451613
Standard de Liège,Beerschot AC,1,1.8773584905660377,0.8157894736842105,0.6226415094339622,0.13157894736842105
KRC Genk,KVC Westerlo,1,1.9339622641509433,1.021978021978022,0.5754716981132075,0.2087912087912088
Sporting Charleroi,Sint-Truidense VV,1,1.2417582417582418,0.7627118644067796,0.38461538461538464,0.22033898305084745
KSV Cercle Brugge,RSC Anderlecht,0,1.3076923076923077,1.6981132075471699,0.4175824175824176,0.5377358490566038
Sporting Lokeren,Club Brugge KV,0,1.4056603773584906,1.7547169811320755,0.3867924528301887,0.4528301886792453
KV Kortrijk,SV Zulte-Waregem,2,1.5377358490566038,1.2264150943396226,0.5283018867924528,0.3113207547169811
KV Mechelen,KAA Gent,0,1.528301886792453,1.6238532110091743,0.4716981132075472,0.42201834862385323
Club Brugge KV,KV Mechelen,1,2.2169811320754715,1.1603773584905661,0.7075471698113207,0.27358490566037735
Standard de Liège,KSV Roeselare,0,1.8773584905660377,0.8387096774193549,0.6226415094339622,0.12903225806451613
Sint-Truidense VV,KV Kortrijk,0,1.1864406779661016,0.9811320754716981,0.3050847457627119,0.24528301886792453
SV Zulte-Waregem,KSV Cercle Brugge,2,1.6603773584905661,1.032967032967033,0.42452830188679247,0.21978021978021978
KAA Gent,KRC Genk,2,1.9541284403669725,1.349056603773585,0.5779816513761468,0.33962264150943394
KVC Westerlo,RSC Anderlecht,0,1.3626373626373627,1.6981132075471699,0.38461538461538464,0.5377358490566038
Beerschot AC,Sporting Charleroi,1,1.4736842105263157,0.967032967032967,0.39473684210526316,0.21978021978021978
RSC Anderlecht,Club Brugge KV,2,2.330188679245283,1.7547169811320755,0.7452830188679245,0.4528301886792453
KRC Genk,SV Zulte-Waregem,1,1.9339622641509433,1.2264150943396226,0.5754716981132075,0.3113207547169811
Sporting Charleroi,Standard de Liège,0,1.2417582417582418,1.3396226415094339,0.38461538461538464,0.37735849056603776
Sporting Lokeren,KAA Gent,0,1.4056603773584906,1.6238532110091743,0.3867924528301887,0.42201834862385323
KV Kortrijk,KVC Westerlo,1,1.5377358490566038,1.021978021978022,0.5283018867924528,0.2087912087912088
KV Mechelen,Beerschot AC,2,1.528301886792453,0.8157894736842105,0.4716981132075472,0.13157894736842105
KSV Roeselare,Sint-Truidense VV,0,1.1612903225806452,0.7627118644067796,0.25806451612903225,0.22033898305084745
Club Brugge KV,Sporting Lokeren,2,2.2169811320754715,1.2264150943396226,0.7075471698113207,0.3113207547169811
RSC Anderlecht,KSV Cercle Brugge,2,2.330188679245283,1.032967032967033,0.7452830188679245,0.21978021978021978
Sint-Truidense VV,Sporting Charleroi,1,1.1864406779661016,0.967032967032967,0.3050847457627119,0.21978021978021978
SV Zulte-Waregem,KRC Genk,1,1.6603773584905661,1.349056603773585,0.42452830188679247,0.33962264150943394
KAA Gent,KV Mechelen,2,1.9541284403669725,1.1603773584905661,0.5779816513761468,0.27358490566037735
KVC Westerlo,KV Kortrijk,1,1.3626373626373627,0.9811320754716981,0.38461538461538464,0.24528301886792453
Beerschot AC,Standard de Liège,1,1.4736842105263157,1.3396226415094339,0.39473684210526316,0.37735849056603776
Club Brugge KV,KSV Cercle Brugge,2,2.2169811320754715,1.032967032967033,0.7075471698113207,0.21978021978021978
Standard de Liège,Sporting Lokeren,2,1.8773584905660377,1.2264150943396226,0.6226415094339622,0.3113207547169811
Sint-Truidense VV,KV Mechelen,2,1.1864406779661016,1.1603773584905661,0.3050847457627119,0.27358490566037735
SV Zulte-Waregem,KVC Westerlo,2,1.6603773584905661,1.021978021978022,0.42452830188679247,0.2087912087912088
Sporting Charleroi,KSV Roeselare,2,1.2417582417582418,0.8387096774193549,0.38461538461538464,0.12903225806451613
KAA Gent,RSC Anderlecht,1,1.9541284403669725,1.6981132075471699,0.5779816513761468,0.5377358490566038
Beerschot AC,KRC Genk,2,1.4736842105263157,1.349056603773585,0.39473684210526316,0.33962264150943394
RSC Anderlecht,SV Zulte-Waregem,2,2.330188679245283,1.2264150943396226,0.7452830188679245,0.3113207547169811
KRC Genk,Sint-Truidense VV,1,1.9339622641509433,0.7627118644067796,0.5754716981132075,0.22033898305084745
KSV Cercle Brugge,Standard de Liège,2,1.3076923076923077,1.3396226415094339,0.4175824175824176,0.37735849056603776
Sporting Lokeren,Beerschot AC,2,1.4056603773584906,0.8157894736842105,0.3867924528301887,0.13157894736842105
KV Kortrijk,Club Brugge KV,0,1.5377358490566038,1.7547169811320755,0.5283018867924528,0.4528301886792453
KV Mechelen,Sporting Charleroi,2,1.528301886792453,0.967032967032967,0.4716981132075472,0.21978021978021978
KSV Roeselare,KAA Gent,0,1.1612903225806452,1.6238532110091743,0.25806451612903225,0.42201834862385323
Club Brugge KV,KVC Westerlo,2,2.2169811320754715,1.021978021978022,0.7075471698113207,0.2087912087912088
Standard de Liège,RSC Anderlecht,0,1.8773584905660377,1.6981132075471699,0.6226415094339622,0.5377358490566038
Sint-Truidense VV,Sporting Lokeren,2,1.1864406779661016,1.2264150943396226,0.3050847457627119,0.3113207547169811
Sporting Charleroi,KRC Genk,0,1.2417582417582418,1.349056603773585,0.38461538461538464,0.33962264150943394
KAA Gent,KV Kortrijk,1,1.9541284403669725,0.9811320754716981,0.5779816513761468,0.24528301886792453
KSV Roeselare,KV Mechelen,0,1.1612903225806452,1.1603773584905661,0.25806451612903225,0.27358490566037735
Beerschot AC,KSV Cercle Brugge,0,1.4736842105263157,1.032967032967033,0.39473684210526316,0.21978021978021978
KRC Genk,Club Brugge KV,2,1.9339622641509433,1.7547169811320755,0.5754716981132075,0.4528301886792453
SV Zulte-Waregem,Sint-Truidense VV,2,1.6603773584905661,0.7627118644067796,0.42452830188679247,0.22033898305084745
KSV Cercle Brugge,Sporting Charleroi,2,1.3076923076923077,0.967032967032967,0.4175824175824176,0.21978021978021978
Sporting Lokeren,KSV Roeselare,0,1.4056603773584906,0.8387096774193549,0.3867924528301887,0.12903225806451613
KV Kortrijk,Beerschot AC,2,1.5377358490566038,0.8157894736842105,0.5283018867924528,0.13157894736842105
KV Mechelen,Standard de Liège,1,1.528301886792453,1.3396226415094339,0.4716981132075472,0.37735849056603776
KVC Westerlo,KAA Gent,1,1.3626373626373627,1.6238532110091743,0.38461538461538464,0.42201834862385323
Standard de Liège,KV Kortrijk,2,1.8773584905660377,0.9811320754716981,0.6226415094339622,0.24528301886792453
